10000001,1012023
10000002,1123022
10000003,1043022
10000004,2011012
10000006,1113103
10000008,2013023
10000009,1013103
10000010,1143013
10000011,1033023
10000012,1043013
10000015,1133101
10000017,1033111
10000018,1033111
10000020,0143012
10000021,1013012
10000022,1143103
10000024,1113103
10000029,0033022
10000030,1113103
10000035,1113123
10000044,1033013
10000045,1133112
10000046,1133123
10000050,1123002
10000051,2041012
10000053,1013022
10000056,1123012
10000058,1122113
10000065,1011023
10000067,1012022
10000070,1123113
10000071,1043021
10000073,1042023
10000074,1113022
10000081,1133013
10000083,1033113
10000085,1022001
10000087,1043123
10000089,1012012
10000090,1011021
10000093,1133021
10000099,2023021
10000101,1133103
10000102,1123023
10000106,1133112
10000109,1123022
10000110,1133123
10000114,1111023
10000119,0013003
10000120,1133103
10000140,1113011
10000142,2143011
10000146,1023023
10000149,1033033
10000153,2033003
10000157,1013102
10000166,2133134
10000171,1033001
10000174,1033113
10000175,2013034
10000177,1033023
10000181,0012001
10000185,1123133
10000186,2133111
10000195,1133012
10000196,2112001
10000199,0013003
10000201,1123011
10000202,0012002
10000204,1033024
10000207,1013024
10000213,0013003
10000219,1043023
10000222,1143122
10000223,1033012
10000225,2022012
10000226,2122014
10000231,1033003
10000232,2022011
10000233,1013122
10000234,1033002
10000235,1133002
10000237,1013122
10000238,1133022
10000241,1133122
10000244,2143113
10000247,1033022
10000249,0033003
10000251,1033001
10000257,1143122
10000258,1133002
10000260,1133123
10000267,1042022
10000268,1133002
10000270,0043003
10000272,0012002
10000273,0022031
10000274,2012013
10000276,2033033
10000279,1033002
10000280,1133002
10000285,0141102
10000286,1133103
10000289,1013023
10000290,1133123
10000291,1033023
10000292,1023123
10000296,0043023
10000297,1123123
10000298,1143013
10000300,1113022
10000301,0022003
10000302,1113103
10000303,1133102
10000304,1142113
10000309,1023012
10000312,1123103
10000313,1133123
10000315,1133104
10000317,1043103
10000319,0012001
10000322,0012004
10000323,1133123
10000325,1122122
10000326,2133013
10000327,1143103
10000328,1023011
10000329,1142121
10000333,1033002
10000340,2033013
10000341,0033122
10000342,1022021
10000343,0043003
10000352,1013022
10000356,1022011
10000358,1043012
10000364,1033102
10000366,1141112
10000370,1033012
10000372,1013001
10000373,2013012
10000380,1033014
10000382,2113121
10000384,1143122
10000387,1123002
10000390,1042113
10000399,1133113
10000409,0033003
10000413,1012023
10000414,1043012
10000419,2122131
10000421,1111113
10000424,0033001
10000427,1022032
10000431,1033113
10000432,0022002
10000434,2042013
10000436,2011012
10000438,1033022
10000439,1011002
10000440,1133013
10000442,1122123
10000456,1031102
10000461,0023003
10000462,0012003
10000464,0023033
10000466,1111122
10000467,1143122
10000470,1123103
10000472,1013003
10000475,1133013
10000477,2033013
10000480,0011003
10000492,1143123
10000493,1111012
10000496,1142023
10000498,1013013
10000503,1113124
10000506,1021003
10000507,1143103
10000508,0013002
10000513,1133023
10000514,1133122
10000515,1122121
10000517,1122023
10000519,1113021
10000520,0013003
10000522,2033011
10000523,1133013
10000524,1033122
10000525,1123101
10000526,2011013
10000527,1033022
10000528,1122121
10000530,1113103
10000531,1113103
10000535,1113022
10000536,1133123
10000539,1033024
10000540,2143103
10000542,1123113
10000544,1043101
10000545,0013001
10000553,1012123
10000554,1013033
10000555,1043113
10000556,1033023
10000557,1022022
10000559,1122013
10000560,1113123
10000564,2133023
10000570,1143101
10000575,2012012
10000579,1133122
10000582,1113003
10000584,1123114
10000588,2133103
10000591,1033021
10000592,1141121
10000597,1033011
10000599,0013001
10000602,1043013
10000604,1033013
10000605,1013013
10000606,2013012
10000607,0011001
10000610,1033023
10000612,1113103
10000613,1133021
10000617,1112123
10000620,0032003
10000621,1113111
10000623,0111002
10000625,1033103
10000626,1031013
10000627,1143001
10000629,1133122
10000632,1122023
10000634,1143124
10000635,1033112
10000638,0043003
10000641,1033123
10000642,1043021
10000645,1113103
10000646,1033112
10000651,1043024
10000652,1122002
10000653,0133101
10000654,1033022
10000656,1112121
10000657,1112121
10000659,0011002
10000661,1033024
10000662,1013113
10000665,2011013
10000667,0033001
10000672,1033023
10000678,1143002
10000679,1133002
10000681,2133013
10000684,2013012
10000688,2033022
10000696,1022011
10000698,1033013
10000705,1111002
10000707,0113011
10000711,1012112
10000713,1043111
10000714,1033021
10000717,0112123
10000718,1013003
10000723,0043003
10000728,2013101
10000730,1043013
10000737,2133023
10000738,0011003
10000740,1043013
10000741,1033122
10000742,1013013
10000744,1113121
10000745,1043013
10000747,1033132
10000748,1043021
10000750,2013031
10000751,2013002
10000752,0031002
10000754,1023123
10000757,1133113
10000758,2043003
10000760,1123103
10000761,1133112
10000765,2013002
10000766,1033014
10000769,2012014
10000770,0012001
10000771,1013021
10000774,1033002
10000775,0013001
10000777,0011002
10000779,0113001
10000785,1143101
10000786,0113001
10000788,1113103
10000789,1033111
10000790,1043013
10000793,0023003
10000794,0023001
10000797,1013013
10000802,1123103
10000803,1033021
10000807,1132113
10000810,1133022
10000811,1123022
10000814,1133112
10000817,2012012
10000820,0022002
10000824,1133023
10000830,1133122
10000833,2122032
10000834,1143123
10000836,1133122
10000840,2033002
10000843,1033121
10000844,1043023
10000849,0033003
10000859,1121122
10000862,1133121
10000870,1043011
10000872,0111023
10000873,1033012
10000876,0042002
10000878,0023003
10000881,1133113
10000883,2111032
10000884,1042012
10000885,1143114
10000887,1143023
10000893,1033002
10000895,1133012
10000901,0033003
10000902,1033123
10000906,1143014
10000909,1033023
10000910,1133002
10000911,1123123
10000915,1123021
10000916,1142123
10000917,1042001
10000918,1011002
10000920,1143122
10000927,1133123
10000928,1023111
10000938,1011032
10000939,1013112
10000950,0143001
10000952,1022001
10000954,1123002
10000955,2033012
10000956,1033002
10000957,1023021
10000964,0042023
10000968,0013003
10000977,1033103
10000979,1033012
10000981,1113112
10000984,1113012
10000985,0042112
10000986,1033112
10000990,1033021
10000991,1113022
10000995,1143123
10000996,1133111
10000997,1143112
10000998,0023003
10001000,1122021
10001001,0022001
10001005,1023032
10001008,1012023
10001010,1011003
10001011,1133123
10001012,1123103
10001013,1113103
10001015,1033033
10001017,1033001
10001025,0022002
10001026,1113103
10001028,1111121
10001031,1033023
10001033,1123023
10001034,1013023
10001036,0013011
10001042,1033104
10001046,1043113
10001047,1141103
10001052,1133022
10001055,1033002
10001056,1013002
10001058,1133002
10001060,1043002
10001062,1033023
10001065,1123103
10001066,0022002
10001069,0013111
10001075,0133023
10001080,2013022
10001082,1032023
10001085,1033022
10001088,0033001
10001093,2113033
10001095,2032011
10001096,1011022
10001097,0013003
10001101,1133032
10001102,1143102
10001105,1111122
10001108,1033013
10001109,1033001
10001111,2013022
10001115,2132132
10001118,1133022
10001119,0133122
10001120,1033102
10001125,0133113
10001132,1033022
10001138,1012012
10001142,2111121
10001144,1033013
10001148,1033023
10001149,0133104
10001150,1042021
10001151,1131112
10001158,0011003
10001164,0023004
10001165,1011024
10001166,1012122
10001167,1112121
10001169,1133102
10001172,0141123
10001175,1123002
10001179,0133002
10001182,1041021
10001185,1033013
10001187,1143123
10001188,1033021
10001189,0043004
10001194,0131003
10001196,1142102
10001210,1012022
10001211,0011002
10001212,1043022
10001214,1113024
10001216,1142123
10001217,2032002
10001218,1133121
10001220,0033023
10001223,1011002
10001224,1033002
10001227,1033001
10001230,1113123
10001231,2042021
10001234,1122112
10001238,0011022
10001240,0033002
10001245,1033021
10001262,1112121
10001267,1033011
10001269,1033103
10001274,1012023
10001278,1043023
10001282,0033001
10001283,1143022
10001289,2143031
10001292,0011003
10001294,1133101
10001295,0042013
10001298,1112021
10001299,1042011
10001300,1012113
10001305,1143123
10001306,2022011
10001307,1133123
10001309,0133002
10001311,2122112
10001312,2111022
10001315,1013023
10001316,1043021
10001326,2032022
10001332,1033003
10001335,1133103
10001336,1041022
10001337,1133022
10001338,1142123
10001341,0111003
10001343,0011003
10001345,1033102
10001346,1133114
10001351,1043101
10001354,2033111
10001356,1033013
10001360,2032003
10001362,1113023
10001363,1133013
10001364,0013003
10001365,1023113
10001367,1113133
10001368,1032103
10001374,1143111
10001377,1122112
10001378,1042013
10001383,1123021
10001384,0143101
10001387,1133112
10001388,1043021
10001392,1113011
10001393,1032113
10001394,1133122
10001399,1143112
10001400,0013003
10001402,1022021
10001404,1133033
10001406,1133122
10001410,1132121
10001411,2143011
10001414,1032032
10001415,0012003
10001418,1033122
10001426,1113103
10001430,1043024
10001437,1043111
10001438,1033002
10001440,2013001
10001441,1033022
10001442,1132103
10001446,1043112
10001451,1123103
10001454,1113103
10001458,1133123
10001465,1011022
10001466,2033023
10001469,2143002
10001471,1123121
10001474,1033023
10001475,1033002
10001476,0012002
10001479,1113021
10001480,1133122
10001482,0033001
10001483,1041012
10001484,1143122
10001485,1142011
10001487,0112102
10001489,0011003
10001497,1011021
10001502,0123001
10001504,1043011
10001505,1033111
10001507,2042013
10001509,2011011
10001513,1123122
10001515,1133123
10001521,1043024
10001523,0142004
10001525,1043124
10001530,1033002
10001532,2011033
10001534,1113122
10001535,1123011
10001538,1033102
10001542,1113123
10001543,1111013
10001544,1123133
10001545,2023123
10001546,2033013
10001547,1013012
10001548,0022002
10001549,1123111
10001551,1033001
10001553,0013001
10001555,1032002
10001560,1033102
10001563,1033001
